dataset,case_label,step_index,window,side,axis,hist_type,bin_label,count,bar,mean_joint_amplitude_rad,mean_amplitude_gain,mean_tracking_err_rms_rad
real,25/0.4 all_ankles,3,swing,left,roll,frequency,"[20.00,1000.00)",2,########################,0.10598455000000001,nan,0.1367074486802192
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.005,0.010)",3,########################,0.08751213333333334,nan,0.11618166777168158
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.020,0.040)",1,########,0.010017899999999996,0.35298942888643714,0.09610476163092982
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[2.50,5.00)",1,############,0.0909513,8.145378828586814,0.26902630706949354
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[12.00,20.00)",1,############,0.008039999999999992,0.04205394831130378,0.13500040466161575
real,25/0.4 all_ankles,3,swing,right,pitch,frequency,"[20.00,1000.00)",2,########################,0.004071350000000001,0.040113925800146034,0.23172022963591132
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.000,0.005)",1,############,0.004079400000000011,nan,0.18415539946190373
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.010,0.020)",1,############,0.0909513,8.145378828586814,0.26902630706949354
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,pitch,amplitude,"[0.080,1.000)",2,########################,0.006051649999999992,0.04108393705572491,0.20714273223576735
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[5.00,8.00)",1,######,0.011834400000000002,0.07863911223337103,0.28641651183059924
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[12.00,20.00)",4,########################,0.008559575000000003,0.24087595122720137,0.28297923219247156
real,25/0.4 all_ankles,3,swing,right,roll,frequency,"[20.00,1000.00)",2,############,0.007016699999999994,0.47608971646212495,0.3240640772870437
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.005,0.010)",2,################,0.010803299999999998,nan,0.3393229000103251
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.010,0.020)",3,########################,0.005792333333333334,0.3874395522565674,0.326750561350003
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,swing,right,roll,amplitude,"[0.080,1.000)",2,################,0.010561250000000001,0.05751901280369899,0.2037820555519567
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[12.00,20.00)",3,########################,0.08849256666666666,4.053506777073112,0.5080426919221043
real,25/0.4 all_ankles,3,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.000,0.005)",1,############,0.055448,nan,0.578289836796394
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.020,0.040)",2,########################,0.10501484999999999,4.053506777073112,0.47291911948495935
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[12.00,20.00)",2,########################,0.1261477,0.6155297623048914,0.5173389905699747
real,25/0.4 all_ankles,3,touchdown,left,roll,frequency,"[20.00,1000.00)",1,############,0.06961599999999998,0.4061515483886023,0.5659403089466827
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,left,roll,amplitude,"[0.080,1.000)",3,########################,0.10730379999999999,0.5457370243327949,0.5335394300288773
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[8.00,12.00)",2,########################,0.0528445,0.5793750881643586,0.22750613157351832
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,frequency,"[20.00,1000.00)",1,############,0.041989,nan,0.0582591064984694
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.000,0.005)",1,########################,0.041989,nan,0.0582591064984694
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.070462,1.1072663272361551,0.14266869103041963
real,25/0.4 all_ankles,3,touchdown,right,pitch,amplitude,"[0.080,1.000)",1,########################,0.03522700000000001,0.051483849092561915,0.312343572116617
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[12.00,20.00)",2,########################,0.022987800000000003,nan,0.05161810948143586
real,25/0.4 all_ankles,3,touchdown,right,roll,frequency,"[20.00,1000.00)",2,########################,0.03315105,0.6249185177652999,0.07024337894223955
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.000,0.005)",2,########################,0.022987800000000003,nan,0.05161810948143586
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.020,0.040)",1,############,0.013825500000000004,0.34879496643364066,0.0701977173235448
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.040,0.080)",1,############,0.0524766,0.9010420690969593,0.0702890405609343
real,25/0.4 all_ankles,3,touchdown,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[1.00,2.50)",1,############,0.2107039,2.561718398560505,0.33635990879811284
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,frequency,"[20.00,1000.00)",2,########################,0.0330777,0.655141645903384,0.33713373553201664
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.040,0.080)",1,############,0.049422999999999995,1.1963062474281705,0.5174121396214691
real,25/0.4 all_ankles,4,swing,left,pitch,amplitude,"[0.080,1.000)",2,########################,0.11371815,1.3378477214695512,0.24660762012033852
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[2.50,5.00)",1,########################,0.32208400000000004,0.6532147631841959,0.25863653141041965
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[8.00,12.00)",1,########################,0.0206364,0.15098884214377173,0.49059490926978355
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,frequency,"[20.00,1000.00)",1,########################,0.0383777,3.6494579688094437,0.424263231666792
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.010,0.020)",1,############,0.0383777,3.6494579688094437,0.424263231666792
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,left,roll,amplitude,"[0.080,1.000)",2,########################,0.17136020000000002,0.4021018026639838,0.3746157203401016
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[8.00,12.00)",1,########################,0.0023380000000000067,0.03674020994405691,0.09836656222856763
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[12.00,20.00)",1,########################,0.169516,9.041335537895373,0.07586907880190717
real,25/0.4 all_ankles,4,swing,right,pitch,frequency,"[20.00,1000.00)",1,########################,0.0016420000000000323,0.06271963330786975,0.05453087694753007
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.010,0.020)",1,########################,0.169516,9.041335537895373,0.07586907880190717
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.020,0.040)",1,########################,0.0016420000000000323,0.06271963330786975,0.05453087694753007
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.0023380000000000067,0.03674020994405691,0.09836656222856763
real,25/0.4 all_ankles,4,swing,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[8.00,12.00)",2,############,0.016056355,0.24856798020911725,0.0432771587039764
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[12.00,20.00)",2,############,0.016054250000000006,1.4596697188690442,0.051726406489235696
real,25/0.4 all_ankles,4,swing,right,roll,frequency,"[20.00,1000.00)",4,########################,0.022706487499999997,nan,0.05822241753435253
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.000,0.005)",4,########################,0.015489612500000001,nan,0.06724355936965054
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.005,0.010)",1,######,0.0319312,nan,0.030423630266565277
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.010,0.020)",1,######,0.02904480000000001,1.4596697188690442,0.036944615370714036
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.040,0.080)",2,############,0.016056355,0.24856798020911725,0.0432771587039764
real,25/0.4 all_ankles,4,swing,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[8.00,12.00)",1,########################,0.13247199999999998,1.3791839751798523,0.09739911193725878
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[12.00,20.00)",1,########################,0.0285513,0.7395368715517917,0.19049426719228324
real,25/0.4 all_ankles,4,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.020,0.040)",1,########################,0.0285513,0.7395368715517917,0.19049426719228324
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.13247199999999998,1.3791839751798523,0.09739911193725878
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[8.00,12.00)",1,############,0.2321898,2.8953115589356457,0.10529734472957204
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[12.00,20.00)",1,############,0.056156999999999985,nan,0.23251939592797372
real,25/0.4 all_ankles,4,touchdown,left,roll,frequency,"[20.00,1000.00)",2,########################,0.05973609999999999,2.7377118831543257,0.1897521617550928
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.005,0.010)",1,########################,0.056156999999999985,nan,0.23251939592797372
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.010,0.020)",1,########################,0.0900442,4.702931099318932,0.1626572459445321
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.020,0.040)",1,########################,0.029427999999999982,0.7724926669897194,0.2168470775656535
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,left,roll,amplitude,"[0.080,1.000)",1,########################,0.2321898,2.8953115589356457,0.10529734472957204
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[2.50,5.00)",1,########################,0.29163700000000004,nan,0.4769853500393189
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.000,0.005)",1,########################,0.29163700000000004,nan,0.4769853500393189
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[8.00,12.00)",1,######,0.0243978,0.10777294081009271,0.25416256147545724
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,frequency,"[20.00,1000.00)",4,########################,0.010670849999999999,0.36925169828681514,0.19139213638531508
real,25/0.4 all_ankles,4,touchdown,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,25/0.4 all_ankles,4,touchdown,right,roll,amplitude,"[0.010,0.020)",2,########################,0.007542914999999999,0.4606967863082131,0.17457933119298086
